gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
FGF5,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Trichomegaly, 190330 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000075,ND,0.000075,ND,ND,0.000061,0.000029,0.000059,0.000178,0.000413,0.000199,0,0,0,0.000413394,0,0
F13A1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000771,0.000442,,0.000628,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Factor XIIIA deficiency, 613225 (3), Autosomal recessive",0.00006,0.000628,0.000633,0.000089,ND,0.000089,0.000077,ND,0.000077,0.000151,0.000771,0.00057,0.00337,0.005098,0.003662,ND,ND,0.000501,0.000442,0.000505,0.000162,ND,0.000162,0,0,0,0.005098187,0,0
F12,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000265,0.000131,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Factor XII deficiency, 234000 (3), Autosomal recessive",ND,0.000048,0.000048,ND,0.000131,0.000131,ND,ND,ND,ND,ND,ND,0.000039,ND,0.000039,0.001049,ND,0.000172,0.000265,0.000178,ND,ND,ND,0,0,0,0.001049318,0,0
F10,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000206,0.000131,0.001011,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Factor X deficiency, 227600 (3), Autosomal recessive",0.000896,0.001011,0.001014,0.000224,0.000131,0.000223,ND,ND,ND,0.00005,ND,0.00005,0.000038,ND,0.000038,ND,ND,0.00045,0.000206,0.00045,0.000139,ND,0.000139,0,0,0,0.001014393,0,0
EXTL3,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,,0.000059,0.000261,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunoskeletal dysplasia with neurodevelopmental abnormalities, 617425 (3), Autosomal recessive",0.00006,0.000096,0.000156,0.000134,0.000261,0.000167,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000025,0.000059,0.000027,0.000023,ND,0.000023,0,0,0,0.000261301,0,0
EXT2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000772,0.000235,,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Seizures, scoliosis, and macrocephaly syndrome, 616682 (3), Autosomal recessive",0.000359,0.00029,0.000451,0.000545,ND,0.000545,ND,ND,ND,0.000151,0.000772,0.000575,0.000038,ND,0.000038,ND,ND,0.000248,0.000235,0.00025,0.000278,0.001243,0.001125,0,0,0,0.001242926,0,0
EXPH5,FALSE,,,,,,,,,1,0.000182,22448,590031,30019,37545,0.000385,0.000206,0.000524,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Epidermolysis bullosa simplex 4, localized or generalized intermediate, autosomal recessive, 615028 (3), Autosomal recessive",0.000063,ND,0.000063,0.000852,0.000524,0.00089,ND,ND,ND,0.000151,0.000385,0.000178,ND,ND,ND,0.001043,ND,0.000247,0.000206,0.000249,0.000023,ND,0.000023,0,0,0,0.001043365,0,0
FAM149B1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Joubert syndrome 36, 618763 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000019,ND,0.000019,ND,ND,ND,0,0,0,1.90E-05,0,0
FADD,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency 90 with encephalopathy, functional hyposplenia, and hepatic dysfunction, 613759 (3), Autosomal recessive",ND,0.000048,0.000048,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000017,0.000029,0.000019,0.000116,ND,0.000116,0,0,0,0.000115958,0,0
F13B,FALSE,,,,,,,,,6,0.00109,22448,590031,30019,37545,0.000774,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Factor XIIIB deficiency, 613235 (3), Autosomal recessive",ND,ND,ND,0.000045,ND,0.000045,ND,ND,ND,0.00155,0.000774,0.001494,ND,ND,ND,ND,ND,0.000009,0.000029,0.00001,0.001021,0.00083,0.00105,0,0,0,0.001550095,0,0
FAN1,FALSE,,,,,,,,,19,0.00345,22448,590031,30019,37545,0.000771,0.001499,0.000262,0.001307,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Interstitial nephritis, karyomegalic, 614817 (3), Autosomal recessive",0.000413,0.001307,0.00104,0.0005,0.000262,0.000519,ND,ND,ND,0.00005,0.000771,0.000474,0.000075,ND,0.000075,0.000482,ND,0.001333,0.001499,0.001378,0.001534,0.002485,0.002008,0,0,0,0.002484987,0,0
DHTKD1,FALSE,,,,,,,,,2,0.000364,22448,590031,30019,37545,0.000772,0.000853,0.000919,0.000628,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Alpha-aminoadipic and alpha-ketoadipic aciduria, 204750 (3), Autosomal recessive",0.000179,0.000628,0.000514,0.000512,0.000919,0.001114,0.000095,ND,0.000095,0.001479,0.000772,0.001893,0.000038,0.000189,0.000226,0.00382,ND,0.000664,0.000853,0.000686,0.000379,0.002072,0.001654,0,0,0,0.00382014,0,0
DCLRE1B,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000386,0.000059,,0.000144,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Dyskeratosis congenita, autosomal recessive 8, 620133 (3), Autosomal recessive",ND,0.000144,0.000144,0.00009,ND,0.00009,ND,ND,ND,0.000101,0.000386,0.000134,ND,ND,ND,ND,ND,0.000047,0.000059,0.000048,0.00007,ND,0.00007,0,0,0,0.000385951,0,0
DCHS1,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000059,0.000131,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Van Maldergem syndrome 1, 601390 (3), Autosomal recessive",0.000119,0.000048,0.00008,0.00009,0.000131,0.0001,ND,ND,ND,ND,ND,ND,0.000037,ND,0.000037,ND,ND,0.000088,0.000059,0.000087,0.000023,0.000414,0.000044,0,0,0,0.000413907,0,0
DCC,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.004633,0.000088,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Gaze palsy, familial horizontal, with progressive scoliosis, 2, 617542 (3), Autosomal recessive",0.00006,0.000048,0.000108,0.000045,ND,0.000045,ND,ND,ND,0.002469,0.004633,0.002719,ND,ND,ND,ND,ND,0.000059,0.000088,0.000064,0.000023,ND,0.000023,0,0,0,0.004633205,0,0
DBH,FALSE,,,,,,,,,4,0.000727,22448,590031,30019,37545,,0.003353,0.002618,0.001108,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Orthostatic hypotension 1, due to DBH deficiency, 223360 (3), Autosomal recessive",0.000837,0.001108,0.000987,0.000897,0.002618,0.001359,ND,ND,ND,ND,ND,ND,0.000346,0.000188,0.000313,0.000347,ND,0.00387,0.003353,0.003841,ND,ND,ND,0,0,0,0.003870398,0,0
CSF3R,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.001235,,0.000722,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neutropenia, severe congenital, 7, autosomal recessive, 617014 (3), Autosomal recessive",0.000418,0.000722,0.000727,0.000137,ND,0.000137,0.000077,ND,0.000077,ND,ND,ND,0.000262,ND,0.000262,ND,ND,0.001599,0.001235,0.001586,0.000098,ND,0.000098,0,0,0,0.001599254,0,0
CSF2RB,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
CSF1R,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000088,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Brain abnormalities, neurodegeneration, and dysosteosclerosis, 618476 (3), Autosomal recessive",ND,0.000048,0.000048,ND,ND,ND,ND,ND,ND,0.000106,ND,0.000106,ND,ND,ND,ND,ND,0.000067,0.000088,0.000098,ND,ND,ND,0,0,0,0.000105859,0,0
CRYBB3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cataract 22, 609741 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000232,ND,0.000232,0,0,0,0.000231873,0,0
CRYBB1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cataract 17, multiple types, 611544 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000482,0.006803,0.000011,ND,0.000011,0.000023,ND,0.000023,0,0,0,0.006802721,0,0
CRYAB,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000131,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related, 613869 (3), Autosomal recessive; Cataract 16, multiple types, 613763 (3), Autosomal recessive",0.000119,0.000097,0.00014,ND,0.000131,0.000131,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000036,ND,0.000036,0.000023,ND,0.000023,0,0,0,0.000139887,0,0
CRYAA,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cataract 9, multiple types, 604219 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.001525,ND,0.000003,ND,0.000003,ND,ND,ND,0,0,0,0.001525165,0,0
CTNNA2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cortical dysplasia, complex, with other brain malformations 9, 618174 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000002,0.000029,0.000031,0.000029,ND,0.000029,0,0,0,3.12E-05,0,0
CTH,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.003091,0.000353,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cystathioninuria, 219500 (3), Autosomal recessive",ND,ND,ND,0.000224,0.000131,0.0002,ND,ND,ND,0.004837,0.003091,0.004636,ND,ND,ND,ND,ND,0.000214,0.000353,0.000224,0.000209,ND,0.000209,0,0,0,0.004837247,0,0
CTDP1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
FAM20A,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000388,0.000294,0.000131,0.000867,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Amelogenesis imperfecta, type IG (enamel-renal syndrome), 204690 (3), Autosomal recessive",0.001374,0.000867,0.001181,0.000537,0.000131,0.000525,0.000077,ND,0.000077,0.00072,0.000388,0.000748,0.000075,ND,0.000075,0.000933,ND,0.000304,0.000294,0.000308,0.00021,0.000831,0.000641,0,0,0,0.00137403,0,0
FMN2,FALSE,,,,,,,,,2,0.000364,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder, autosomal recessive 47, 616193 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,0.000506,ND,0.000506,ND,ND,ND,0.000037,ND,0.000037,ND,ND,0.00002,0.000029,0.000021,0.000061,ND,0.000061,0,0,0,0.000505902,0,0
FLVCR2,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000147,,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome, 225790 (3), Autosomal recessive",0.000179,0.000241,0.000235,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000203,0.000147,0.000204,0.000371,ND,0.000371,0,0,0,0.000370989,0,0
FRA10AC1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000265,,0.000339,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities, 620113 (3), Autosomal recessive",0.000135,0.000339,0.000334,0.000099,ND,0.000099,ND,ND,ND,0.00016,ND,0.00016,0.000201,ND,0.000201,ND,ND,0.000196,0.000265,0.000199,0.00005,0.000833,0.000489,0,0,0,0.000832998,0,0
FOXN1,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,0.000386,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy, 601705 (3), Autosomal recessive",ND,ND,ND,0.000046,ND,0.000046,ND,ND,ND,0.000055,0.000386,0.000097,ND,0.000188,0.000188,ND,ND,0.000039,0.000029,0.00004,0.000029,ND,0.000029,0,0,0,0.000385951,0,0
FOXL2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.009295,0.000177,,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Blepharophimosis, epicanthus inversus, and ptosis, type 2, 110100 (3), Autosomal recessive; Blepharophimosis, epicanthus inversus, and ptosis, type 1, 110100 (3), Autosomal recessive",0.000166,0.000193,0.00027,0.000293,ND,0.000293,0.000813,ND,0.000813,0.005215,0.009295,0.005701,0.000471,0.000384,0.000467,0.000355,ND,0.000297,0.000177,0.000319,0.001144,0.000414,0.001113,0,0,"Gene is mostly associated with AD phenotype. A single variant contributes >90% of GCF in EAS. Suggestive association for POI reported in Asian population (though using only convenience controls from population db, PMID: 36793102). Evidence limited for AR phenotype, GenCC curations for AD phenotype",0.00929512,0,yes (EAS)
FOXI1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000235,0.000262,0.000725,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Enlarged vestibular aqueduct, 600791 (3), Autosomal recessive",0.000538,0.000725,0.000708,0.000134,0.000262,0.000167,ND,ND,ND,ND,ND,ND,ND,0.000189,0.000189,ND,ND,0.000308,0.000235,0.000305,0.000209,ND,0.000209,0,0,0,0.000725268,0,0
FOXE1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Bamforth-Lazarus syndrome, 241850 (3), Autosomal recessive",ND,0.000048,0.000048,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000011,ND,0.000011,ND,ND,ND,0,0,0,4.83E-05,0,0
FTL,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000147,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"L-ferritin deficiency, dominant and recessive, 615604 (3), Autosomal recessive",0.00006,0.000048,0.000053,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000058,0.000147,0.000093,0.000371,ND,0.000371,0,0,0,0.000370997,0,0
FSIP2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000266,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spermatogenic failure 34, 618153 (3), Autosomal recessive",ND,0.000048,0.000048,0.000065,ND,0.000065,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000149,0.000266,0.000158,ND,ND,ND,0,0,0,0.000265906,0,0
FSHR,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Ovarian response to FSH stimulation, 276400 (3), Autosomal recessive; Ovarian dysgenesis 1, 233300 (3), Autosomal recessive",ND,0.000048,0.000048,0.000134,ND,0.000134,ND,ND,ND,ND,ND,ND,0.012996,0.01584,0.013467,ND,ND,0.000159,0.000059,0.00016,0.000166,ND,0.000166,0,yes,"Single well-known founder variant contributes >90% of GCF (FIN), see suppl table 9",0.015840091,0,yes (FIN)
FSHB,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000088,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypogonadotropic hypogonadism 24 without anosmia, 229070 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,0.004669,0.008069,0.005067,ND,0.000385,0.000385,0.000037,ND,0.000037,ND,ND,0.000036,0.000088,0.000039,ND,ND,ND,0,0,"Single variant contributes >90% of GCF (ASJ), see suppl table 9",0.008069164,0,yes (ASJ)
FBXO43,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Oocyte maturation defect 12, 619697 (3), Autosomal recessive; Spermatogenic failure 64, 619696 (3), Autosomal recessive",ND,ND,ND,ND,0.000131,0.000131,ND,ND,ND,0.000111,ND,0.000111,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0.000131027,0,0
FBXL3,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder with short stature, facial anomalies, and speech defects, 606220 (3), Autosomal recessive",0.000121,ND,0.000121,0.000091,ND,0.000091,0.000156,ND,0.000156,0.000051,ND,0.000051,0.000076,ND,0.000076,0.000352,ND,0.000066,ND,0.000066,0.000071,ND,0.000071,0,0,0,0.000351617,0,0
FBLN5,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Cutis laxa, autosomal recessive, type IA, 219100 (3), Autosomal recessive",0.000127,ND,0.000127,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000029,ND,0.000029,ND,ND,ND,0,0,0,0.000126695,0,0
FITM2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000118,0.000131,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Siddiqi syndrome, 618635 (3), Autosomal recessive",ND,0.000096,0.000096,0.000137,0.000131,0.000136,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000066,0.000118,0.000071,ND,ND,ND,0,0,0,0.000137174,0,0
FASTKD2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000559,0.000131,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Combined oxidative phosphorylation deficiency 44, 618855 (3), Autosomal recessive",0.000241,0.000193,0.000303,0.000091,0.000131,0.000102,0.000156,ND,0.000156,0.000207,ND,0.000207,0.000945,0.00151,0.001039,0.000348,ND,0.000312,0.000559,0.00033,0.000256,0.000414,0.000272,0,0,0,0.001510289,0,0
FECH,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000386,0.000882,,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Protoporphyria, erythropoietic, 1, 177000 (3), Autosomal recessive",0.000239,0.000145,0.000274,0.000045,ND,0.000045,0.000612,0.000576,0.000608,0.00005,0.000386,0.000436,0.000075,ND,0.000075,ND,ND,0.001175,0.000882,0.001181,0.000093,ND,0.000093,0,0,0,0.001180738,0,0
